id,lat,lon,user,uid,version,changeset,timestamp
55968032,38.4984558,-122.7593419,Apo42,25510,5,1859859,2009-07-18T06:10:59Z
55968525,38.373266,-122.7134142,NE2,207745,6,13538921,2012-10-18T00:55:12Z
55968556,38.4279547,-122.7789207,RandyHall,4548539,4,42019083,2016-09-09T07:43:37Z
55968557,38.4279613,-122.7804781,RandyHall,4548539,3,42019083,2016-09-09T07:43:37Z
55968559,38.425712,-122.7806,woodpeck_fixbot,147510,2,3032266,2009-11-04T12:17:30Z
55968992,38.4711991,-122.6801765,AndrewSnow,371121,5,20963383,2014-03-07T05:45:00Z
55968993,38.4720607,-122.6803583,woodpeck_fixbot,147510,4,3032266,2009-11-04T12:17:40Z
55968998,38.4742312,-122.6799034,woodpeck_fixbot,147510,4,3111818,2009-11-14T10:20:20Z
55969111,38.40918,-122.7041916,StellanL,28775,6,22422460,2014-05-19T11:06:50Z
55969113,38.4083334,-122.7056994,jfire,67236,3,13623455,2012-10-25T05:19:29Z
55969114,38.4079939,-122.7056756,jfire,67236,3,13623455,2012-10-25T05:19:29Z
55969177,38.4049174,-122.7041197,jfire,67236,3,13623455,2012-10-25T05:19:29Z
55969247,38.4693803,-122.7529968,woodpeck_fixbot,147510,3,3346372,2009-12-11T02:56:29Z
55969248,38.4693601,-122.7525505,woodpeck_fixbot,147510,3,3032266,2009-11-04T12:17:45Z
55969402,38.4634791,-122.7264288,woodpeck_fixbot,147510,5,3111818,2009-11-14T10:20:22Z
55969403,38.4599373,-122.7257593,woodpeck_fixbot,147510,3,3032266,2009-11-04T12:17:49Z
55969408,38.4562071,-122.7258966,NE2,207745,6,13538921,2012-10-18T00:55:12Z
55969862,38.4405563,-122.7021315,oba510,933797,5,25887731,2014-10-06T01:31:26Z
55969864,38.439811,-122.701797,woodpeck_fixbot,147510,2,3032266,2009-11-04T12:18:14Z
55969865,38.4396542,-122.701727,oba510,933797,3,25887731,2014-10-06T01:31:26Z
55969866,38.4397704,-122.7013016,oba510,933797,3,25887731,2014-10-06T01:31:26Z
55969867,38.440681,-122.7016649,woodpeck_fixbot,147510,4,3032266,2009-11-04T12:18:14Z
55970131,38.4419791,-122.7383001,StellanL,28775,4,22422460,2014-05-19T11:20:44Z
55970133,38.4422759,-122.7383259,StellanL,28775,5,22422460,2014-05-19T11:20:44Z
55970134,38.4425797,-122.7383523,StellanL,28775,4,22422460,2014-05-19T11:20:44Z
55970322,38.431228,-122.78569,woodpeck_fixbot,147510,2,3032266,2009-11-04T12:18:28Z
55970323,38.43124,-122.7880903,RandyHall,4548539,4,42239051,2016-09-18T03:55:05Z
55970389,38.4159357,-122.7501494,Carl Cheney,157736,9,8167892,2011-05-17T05:46:22Z
55970392,38.4158348,-122.7515652,Carl Cheney,157736,6,8152886,2011-05-15T15:00:23Z
55970848,38.4355184,-122.6573166,AndrewSnow,371121,4,34604561,2015-10-13T06:49:34Z
55970856,38.3848294,-122.7415977,Carl Cheney,157736,7,8167892,2011-05-17T02:37:47Z
55971626,38.4212,-122.7061888,woodpeck_fixbot,147510,4,3032266,2009-11-04T12:19:13Z
55971627,38.4210252,-122.7065579,woodpeck_fixbot,147510,3,3032266,2009-11-04T12:19:13Z
55971629,38.4209445,-122.7067553,woodpeck_fixbot,147510,3,3032266,2009-11-04T12:19:13Z
55971783,38.4432365,-122.7467467,afdreher,1110270,4,27986508,2015-01-07T22:10:13Z
55971785,38.4432197,-122.7458911,afdreher,1110270,4,27986508,2015-01-07T22:10:13Z
55971788,38.4432239,-122.7451589,afdreher,1110270,4,27986508,2015-01-07T22:10:13Z
55971789,38.4214506,-122.8705034,woodpeck_fixbot,147510,5,3111818,2009-11-14T10:20:35Z
55972013,38.4532867,-122.746231,woodpeck_fixbot,147510,3,3032266,2009-11-04T12:19:23Z
55972015,38.4532867,-122.7449435,woodpeck_fixbot,147510,3,3032266,2009-11-04T12:19:23Z
55972017,38.4532329,-122.744892,woodpeck_fixbot,147510,3,3032266,2009-11-04T12:19:23Z
55972018,38.4526078,-122.7448749,woodpeck_fixbot,147510,4,3346372,2009-12-11T02:56:33Z
55972107,38.4613991,-122.7289876,woodpeck_fixbot,147510,3,3032266,2009-11-04T12:19:26Z
55972108,38.461352,-122.7290649,woodpeck_fixbot,147510,3,3032266,2009-11-04T12:19:26Z
55972109,38.4612579,-122.7291249,woodpeck_fixbot,147510,3,3032266,2009-11-04T12:19:26Z
55972110,38.4600162,-122.7291417,isw,123995,3,20796195,2014-02-26T18:46:43Z
55972243,38.3889749,-122.7160532,woodpeck_fixbot,147510,6,3032266,2009-11-04T12:19:31Z
55973084,38.4522734,-122.6200733,woodpeck_fixbot,147510,4,3032266,2009-11-04T12:20:01Z
55973093,38.4514467,-122.6182194,woodpeck_fixbot,147510,5,3346372,2009-12-11T02:56:36Z
55973094,38.4530696,-122.6170168,woodpeck_fixbot,147510,3,3032266,2009-11-04T12:20:01Z
55973108,38.4437999,-122.6018763,woodpeck_fixbot,147510,4,3032266,2009-11-04T12:20:02Z
55973137,38.4393791,-122.5880332,SpartanII117,3149401,7,47979435,2017-04-20T17:44:54Z
55973174,38.4431277,-122.7219595,NE2,207745,7,13538921,2012-10-18T00:55:17Z
55973175,38.4458136,-122.7234346,woodpeck_fixbot,147510,4,3346372,2009-12-11T02:56:36Z
55973177,38.4489915,-122.7257089,woodpeck_fixbot,147510,6,3032266,2009-11-04T12:20:04Z
55973522,38.4208295,-122.7166454,woodpeck_fixbot,147510,6,3032266,2009-11-04T12:20:13Z
55973523,38.4205672,-122.7165424,woodpeck_fixbot,147510,3,2517390,2009-09-17T22:39:52Z
55973524,38.4202512,-122.7163279,woodpeck_fixbot,147510,3,3346372,2009-12-11T02:56:36Z
55973526,38.4188928,-122.7157785,woodpeck_fixbot,147510,4,2517390,2009-09-17T22:39:52Z
55973727,38.4658743,-122.7317565,StellanL,28775,4,18032710,2013-09-25T18:18:12Z
55973728,38.46525,-122.7312106,woodpeck_fixbot,147510,3,2517390,2009-09-17T22:39:55Z
55973729,38.4652567,-122.7307557,woodpeck_fixbot,147510,3,3032266,2009-11-04T12:20:17Z
55973731,38.4660564,-122.7306699,woodpeck_fixbot,147510,3,2517390,2009-09-17T22:39:55Z
55973734,38.4659148,-122.7324104,StellanL,28775,4,18032710,2013-09-25T18:18:12Z
55973736,38.4654516,-122.7323951,woodpeck_fixbot,147510,3,2517390,2009-09-17T22:39:55Z
55973738,38.465371,-122.7320947,woodpeck_fixbot,147510,3,3032266,2009-11-04T12:20:17Z
55973740,38.4644234,-122.7321204,woodpeck_fixbot,147510,3,2517390,2009-09-17T22:39:56Z
55973814,38.4747091,-122.7286552,woodpeck_fixbot,147510,3,2517390,2009-09-17T22:39:57Z
55973815,38.474662,-122.7295479,woodpeck_fixbot,147510,3,3032266,2009-11-04T12:20:18Z
55973816,38.4749644,-122.7308611,woodpeck_fixbot,147510,4,2517390,2009-09-17T22:39:57Z
55973817,38.4747695,-122.7310413,woodpeck_fixbot,147510,5,3032266,2009-11-04T12:20:18Z
55973821,38.4756229,-122.7324318,woodpeck_fixbot,147510,3,2517390,2009-09-17T22:39:57Z
55973824,38.4785018,-122.7326497,woodpeck_fixbot,147510,6,3111818,2009-11-14T10:20:46Z
55974138,38.451575,-122.669685,woodpeck_fixbot,147510,5,2517390,2009-09-17T22:40:01Z
55974140,38.451743,-122.6694103,woodpeck_fixbot,147510,3,3346372,2009-12-11T02:56:37Z
55974293,38.4291626,-122.7582501,KindredCoda,14293,4,6847327,2011-01-03T09:30:19Z
55974940,38.4599991,-122.6665068,woodpeck_fixbot,147510,4,2517390,2009-09-17T22:40:18Z
55974942,38.460725,-122.6670561,woodpeck_fixbot,147510,3,3032266,2009-11-04T12:20:43Z
55975981,38.4145396,-122.7135209,woodpeck_fixbot,147510,4,2517390,2009-09-17T22:40:30Z
55975985,38.4151785,-122.7135467,woodpeck_fixbot,147510,4,3032266,2009-11-04T12:21:16Z
55975987,38.4150642,-122.7140273,woodpeck_fixbot,147510,3,2517390,2009-09-17T22:40:30Z
55975989,38.4146607,-122.7155809,woodpeck_fixbot,147510,3,3032266,2009-11-04T12:21:16Z
55975991,38.4160259,-122.7158898,woodpeck_fixbot,147510,6,2517390,2009-09-17T22:40:30Z
55976653,38.386867,-122.562758,woodpeck_fixbot,147510,3,2517390,2009-09-17T22:40:39Z
55976713,38.4360304,-122.7196664,woodpeck_fixbot,147510,3,2517390,2009-09-17T22:40:40Z
55976714,38.4363464,-122.7199496,woodpeck_fixbot,147510,4,3032266,2009-11-04T12:21:27Z
55976715,38.4360708,-122.7199668,woodpeck_fixbot,147510,3,2517390,2009-09-17T22:40:40Z
55976716,38.4365699,-122.718465,woodpeck_fixbot,147510,3,3032266,2009-11-04T12:21:27Z
55976717,38.4410664,-122.7390413,StellanL,28775,4,22422460,2014-05-19T11:22:55Z
55976718,38.4414894,-122.7390641,woodpeck_fixbot,147510,3,3032266,2009-11-04T12:21:28Z
